Rating,Content,Date
2,"С каждым разом всё хуже и хуже, теперь пропали сохранённые шаблоны, и не могу перевести деньги на Яндекс деньги!!!",2017-08-04
2,"почему если я не хочу давать доступ приложению к телефонной книге то оно не запускается??? не дохуя ли у Вас ума, господа?",2017-08-04
1,"Зачем загадили приложение? Более года пользуюсь приложением на телефоне с рут доступом, все было отлично, но какому-то яйцеголовому приспичило ограничить функции приложения якобы из-за соображений безопасности. Нахрена мне теперь такое убогое приложение, с помощью которого я НИЧЕГО теперь не могу сделать???",2017-08-04
2,"Ужасный принудительный антивирус при запуске, нашел угрозу в Навителе. По два раза переспрашивает пинкод. Насилует GPS... В результате запуск ну просто ужасно долгий. Быстрее комп включить и зайти через ПК версию. Не единица лишь по той причине, что если хватит терпения пробиться(когда других вариантов нет), то с функционалом справляется, деньги перекидывает, шаблоны видит, с платежами справляется.",2017-08-04
5,"Учень удобно, спасибо за приложение",2017-08-04
5,"Иногда вылетает ошибка,ее пропускаешь и все ок",2017-08-04
5,Удобно,2017-08-04
4,"Осваиваю программу, первое впечатление неплохое. Спасибо разработчикам",2017-08-04
5,"В начале было немного непонятно, но потом все понял все понравилось!!!!!!",2017-08-04
2,Настоящее шпионское приложение. Шпионит за владельцем,2017-08-04
5,"На данный момент все устраивает,очень удобно,пополнение,платежи...",2017-08-04
4,Пока ни чего лишнего.,2017-08-04
5,Супер,2017-08-04
1,Почему то пароль не приходит При регистрации.,2017-08-04
2,Плохо работает...,2017-08-04
5,Замечательное приложение,2017-08-04
4,😀😀😀,2017-08-04
4,Удобно.,2017-08-04
2,Новая версия обнулила всю сумму на карте. Я не могу ничего оплачивать😢,2017-08-04
1,На марке телефона xiaomi redmi pro сбербанк не пускает в приложение из за рут прав или вируса. Все проверено все рекомендации и прошивки официально сделано. Просто приложение не пускает разобраться сбербанк не желает и сам понять не может почему такой косяк с приложением,2017-08-04
5,Супер удобно))),2017-08-04
5,Удобно.,2017-08-04
5,Всё отлично,2017-08-04
5,Шаблоны на вверх переместите,2017-08-04
5,Просто отличная прога,2017-08-04
5,Удобный банк по всем операциям,2017-08-04
5,Отзыв,2017-08-04
5,На удивление хорошо работает,2017-08-04
1,Самое ужасное приложение!!! Даже не открыватся Зависает на пол пути,2017-08-04
5,"Очень удобно, у меня все!!!",2017-08-04
1,"При входе в шаблоны вылетает. Постоянные проверки телефона антивирусом, даже когда приложение не запущено. Удалил. Проще через браузер заходить.",2017-08-04
5,Супер и удобно,2017-08-04
4,Удобно быстро и недорого ))),2017-08-04
5,"Очень удобно, поставил бы больше, но увы",2017-08-04
4,При регистрации были сбои запрашивал код из смс повторно и не подтверждал его,2017-08-04
4,"Приложение хороше, но иногда не получается зайти с первого раза",2017-08-04
5,Очень удобно,2017-08-04
5,Большое спасибо разработчикам! Очень удобно! Буквально за минуту был сделан перевод и отпуск спасен!,2017-08-04
5,Спасибо за быстрое решение денежных денежных проблем! Ещё такого не было в 19 веке,2017-08-04
5,"Очень удобно,выручает в разных ситуациях",2017-08-04
5,Все отлично работает,2017-08-04
5,"Не работает совместно с флайм, сильно сбоит, крайне не удобно",2017-08-04
5,Спасибо за сканер ШК,2017-08-04
4,"Удобное приложения, но бывают сбои , а так очень комфортно м ним работать.",2017-08-04
5,Очень удобное и быстрое приложение,2017-08-04
5,Пока Всё хорошо. Жду новых возможностей,2017-08-04
5,У кого как а у меня приложение работает отлично главное что в очередях стоять не надо,2017-08-04
4,Нормально,2017-08-04
5,Удобно,2017-08-04
5,Круто,2017-08-04
5,Очень удобно!,2017-08-04
5,Все круто,2017-08-04
5,Удобный сервис. Все данные под рукой.,2017-08-04
5,Очень удобно.,2017-08-04
5,"Доброго времени суток. Почему при входе в приложение пароль вводится два раза? Что это, фишка такая, или у меня какой-то глюк? Телефон Самсунг.",2017-08-04
3,"Приложение удобное, но скачиваю уже четвертый раз. Постоянно слетает",2017-08-04
5,ЗаеBeatles,2017-08-04
5,Удобно,2017-08-04
5,За время использования негатива от приложения не получил. И это радует!,2017-08-04
5,нравиться,2017-08-04
5,Ок,2017-08-04
5,"По моему, добавлять и урезать ничего не нужно. Лишь бы не испортили...",2017-08-04
5,Пока доволен,2017-08-04
5,Манучер,2017-08-04
1,Ужас😈,2017-08-04
1,Не приходит пароль,2017-08-04
5,"Очень удобное приложение, мне нравится",2017-08-04
5,Все замечательно работает,2017-08-04
5,Норма,2017-08-04
4,Норм,2017-08-04
5,Нормально,2017-08-04
5,Олекум,2017-08-04
5,"Удобно, понятно и практично!",2017-08-04
5,Все ок),2017-08-04
5,Удачное приложение и удобное,2017-08-04
5,Норм,2017-08-04
3,Не могу перевести деньги на другой счет сбербанка например брату или на другие мобильные связи раньше работала теперь все пропало,2017-08-04
4,"После официального обновления нет возможности для полноценной работы. Говорит о root доступе и модифицированный прошивке. Не можете разобраться с производителями, нечего запрещать! После замены телефона всё работает изумительно",2017-08-04
5,Очень удобное приложение! Жаль только что много краж с банковских карт сбербанка,2017-08-04
1,"Upd. Сегодня август 2017 перестали работать шаблоны по переводу денег на карты сбера. Просто отлично!!! Можно удалять!!! С марта месяца 2017 перестала работать заявленная возможность платить по шаблонам на рутованном телефоне. В некоторых шаблонах невозможно изменить показания счетчиков. Месяц общения с поддержкой результата не принес. Предложили поставить прошивку без рута, что не является решением проблемы. До марта на той же самой прошивке все работало без проблем. Оценка 1 за безполезность шаблонов ... сбер пошел по пути скайпа, из нормального приложения сделали УГ",2017-08-04
1,Гамно,2017-08-04
1,Вылетает,2017-08-04
5,Отличное приложение!!!,2017-08-04
5,Вполне..достойно..,2017-08-04
5,Приложение отличное! Всё быстро работает и функционирует!,2017-08-04
1,"Появилась проблема ""двойного входа"" :(. Первый раз вводишь пароль, вроде и зашёл, показало карты и обратно на ввод пароля. Разрабы: надо эту фичу устранить! Опять появилась проблема входа в прогу с мобильной сети... Вируса и прошивку проверяет, а к дальше ""кирдык"" :( Оператор Йота, 4 из 4 делений сигнала сотовой сети...",2017-08-04
5,Достойно,2017-08-04
5,Все удобно и понятно,2017-08-04
4,Почему нельзя иметь несколько аккаунтов в одном приложении?и тем более все сбрасывается и логин и пароль.,2017-08-04
5,"Все нравится, все платежи и переводы в удобное время и не выходя из дома...)))",2017-08-04
5,Все супер... можно отслеживать финансы и разные поступления,2017-08-04
5,Ok,2017-08-04
5,Полностью всё устраивает! Спасибо!,2017-08-04
4,4 потому что бывают иногда не поладки.,2017-08-04
5,Очень удобное приложение,2017-08-04
5,Приложение удобное и легко пользоваться.,2017-08-04
5,Мне все нравится!,2017-08-04
4,Удобно,2017-08-04
5,Спасибо огромное Сбербанку😙,2017-08-04
5,Очень приятно,2017-08-04
5,Все отлично работает,2017-08-04
5,"Удобно, быстро",2017-08-04
5,Удобно и надежно,2017-08-04
5,Всё супер!,2017-08-04
5,Отлично,2017-08-04
1,Не могу скачать пишет код ошибки 941,2017-08-04
5,все круто спасибо,2017-08-04
5,Норм приложение,2017-08-04
5,Нормально,2017-08-04
5,Развивайтесь и мы с вами!!!,2017-08-04
1,"Отвратительно, у меня забрали возможность совершать платежи из-за root доступа, решила переустановить, теперь не высылает пароль по смс. К сожалению, придется банк менять. ""Спасибо""",2017-08-04
5,Борис,2017-08-04
5,Выполняет необходимые функции без нареканий :),2017-08-04
3,"При каждом входе требует дважды ввести пароль. Приложение слишком требовательное по памяти, видимо из-за встроенного антивируса.",2017-08-04
5,Супер,2017-08-04
4,Куда пропала оплата интернет экотелком с мобильного банка?,2017-08-04
5,"Отличное приложение. Только бывает заходит не с первого раза, а так все прекрасно.",2017-08-04
4,Не всегда работают шаблоны. Всё остальное хорошо.,2017-08-04
2,"Перестал загружаться, жалуясь на то, что телефон рутованный, хотя на телефоне стоит оригинальная заводская прошивка. Аппарат Meizu pro 5",2017-08-04
5,Все очень удобно,2017-08-04
4,Норм,2017-08-04
5,удобное приложение,2017-08-04
5,Есть недочеты,2017-08-04
5,Виталий,2017-08-04
5,Удобно. Было бы хорошо если бы в памяти оставались номера сберкарточек на которые делаешь перевод денежных средств.,2017-08-04
2,"После проверки антивирусом заблокировал доступ ко всем операциям, кроме личных. Нашел вредоносные файлы. Удалять сам предлагает, но не делает этого. Все удалил я. Кроме программы Окулус, которая и раньше стояла. Все равно обнаруживает по прежнему файлы, которые удалены и не дает совершать операции!",2017-08-04
5,Всё супер,2017-08-04
5,Очень удобно.,2017-08-04
5,Отлично 👍👍👍,2017-08-04
4,"То ли я дурак, то ли копилки не работают.",2017-08-04
5,Удобней,2017-08-04
2,"Приложение каким то образом влияет на входящие смс. Удаляю приложение все смс приходят, повторно ставлю, нет входящих смс, могу лишь отправить. И уберите, пожалуйста, ваш бесполезный антивирус.",2017-08-04
4,очень мне нравится сбербанк,2017-08-04
5,"Все нравится, быстро, доступно, удобно. Спасибо.",2017-08-04
5,Найс,2017-08-04
5,Неплохой интернет банк,2017-08-04
2,"I'm not happy with the app, it lags and and not user friendly. It should make life easy instead it creates more problems",2017-08-04
5,"Всё работает как надо, без глюков. Удобное приложение!",2017-08-04
5,мне очень нравится все удобно,2017-08-04
3,"Пока не отключила уведомления в приложении, регулярно были сложности с входом в приложение.",2017-08-04
5,удобное приложение,2017-08-04
2,Я не могу переводить деньги на другие карты,2017-08-04
3,Не плохое приложение,2017-08-04
5,Наталья,2017-08-04
5,"Очень удобное приложение! Мне очень нравиться. Жаль,что только без интернета не работает. Вот так деньги на мобильном интернете закончились и положить то никак через приложение . А так оно мне очень нравиться. Сделайте побольше функций ещё пожалуйста. 5 звёзд.",2017-08-04
2,После установки последнего обновления ничего не погружается. Переустановка результат не дала. Теперь вообще не могу зайти. Смс с паролем не приходит. Пытался около 10 раз. Бесполезно. Разочарован. Приложение было очень нужно а сейчас вообще не могу им пользоваться,2017-08-04
5,"Вроде не тупит, удобная прога",2017-08-04
5,Удобно,2017-08-04
5,Удобно на максималочку),2017-08-04
5,"Хорошо,!",2017-08-04
4,Нормально всё работает. Спасибо!,2017-08-04
3,И приложение тупое. Приложение будет когда нибудь работать? Где смс с паролем?,2017-08-04
5,Удобно,2017-08-04
5,ВериГуд,2017-08-04
5,Всё круто,2017-08-04
5,Спасибо!,2017-08-04
5,Класс,2017-08-04
5,Приложение супер,2017-08-04
5,Просто класс,2017-08-04
5,"Любо, удобно и доступно",2017-08-04
5,Круто.,2017-08-04
5,Норм,2017-08-04
1,"Прелажиеня ачинъ хорашою (Дмитрий Фурманов педик ,а еще он вас всех назвал даунами )ω°",2017-08-04
5,Норм,2017-08-04
4,Перестали работать шаблоны. Некорректное открытие. И вылет из приложения. Исправьте проблему,2017-08-04
5,Удобно,2017-08-04
5,Так держать,2017-08-04
5,Отличное преложение,2017-08-04
5,klasno,2017-08-04
5,Юлия,2017-08-04
4,"Удобно, но есть недочеты.",2017-08-04
2,"Войти в приложение получается только после повторного набора кода(. При оплате счетов по штрих-коду внимательнее проверяйте реквизиты и даже сумму! Раньше не замечал, может и не было, но вот столкнулся.(((",2017-08-04
5,Очень хорошее приложение,2017-08-04
5,Все удобно и просто,2017-08-04
5,Удобно и быстро!,2017-08-04
5,Отличное приложение!,2017-08-04
5,Спасибо.Все отлично.,2017-08-04
5,Полезное приложение,2017-08-04
5,"Неплохо, удобный интерфейс.",2017-08-04
5,Всё работает,2017-08-04
5,Очень удобно,2017-08-04
4,Норм,2017-08-04
5,Все понятно быстро и удобно👍👍,2017-08-04
5,Просто класс..,2017-08-04
5,Отличное приложение.,2017-08-04
5,Очень удобно,2017-08-04
1,"Антивирус задолбал, по два раза пароль запрашивает при входе. Сети мои ему не нравятся, активность он там какую-то обнаруживает и выкидывает из приложения.",2017-08-04
3,Сделайте пожалуйста поиск в истории платежей!,2017-08-04
5,"Мне очень понравилось приложение , хотя я новичок.",2017-08-04
5,Молодцы,2017-08-04
1,Без мобильного банка у вас не будет сбербанк онлайн. Следовательно программа Г..,2017-08-04
5,Все супер,2017-08-04
5,Хорошая программа. Удобная,2017-08-04
5,"После обновления заходит в приложение раза с десятого. Удалил, установил снова, таже проблема.",2017-08-04
5,"Отличное приложение, самое главное всегда есть прогресс в обновлениях и хуже не становится.",2017-08-04
5,Отличный сервис,2017-08-04
5,Все норм,2017-08-04
5,Довольна работой данного приложения. Спасибо разработчикам,2017-08-04
5,Очень удобно,2017-08-04
5,Удобно и быстро,2017-08-04
1,"Перевод другим людям не могу сделать до обновления все работало, с появлением антивируса не могу, если уберете этот антивирус поставлю 5 звезд, антивирус встроенный ругается на телефонный антивирус и думает что это root права.",2017-08-04
3,"РАЗРАБОТЧИКИ!!!!!! Сориентируйте систему для работы с хорошими планшетами, чтобы из Android'а системный автоповорот экрана программа ""ловила"".",2017-08-04
5,"Очень удобно, уже почти как альфа",2017-08-04
5,Очень просто и удобно!,2017-08-04
5,Супер,2017-08-04
5,Просто и удобно мне нравится,2017-08-04
5,Все замечательно!,2017-08-04
5,Пользуюсь давно. Никаких сбоев. Очень доволен.,2017-08-04
5,Всё просто удобно понятно даже блондинкам,2017-08-04
5,Работает все хорошо,2017-08-04
5,Все хорошо,2017-08-04
5,Супер,2017-08-04
5,Приложение отличное,2017-08-04
5,👍👍👍,2017-08-04
5,Молодцы ребята!!!,2017-08-04
5,Очень удобно!,2017-08-04
5,"Все 👌, только с рутоваными устройствами не работает(",2017-08-04
5,Удобное приложение.,2017-08-04
1,Вы хотя бы в приложении обновляли безопасность чтоб из сети инета не могу увести деньги,2017-08-04
4,Не защищено от мошенников,2017-08-04
5,Очень доволен,2017-08-04
5,"Удобное приложение, работает стабильно",2017-08-04
5,Удобно,2017-08-04
5,"Все нравится, только иногда очень долго делает запрос.",2017-08-04
5,"Очень хорошее приложение!! Онлайн банк. Но есть одно но... Невозможно удалить уведомления... Исправьте пожалуйста, сделайте кнопочку удалить!!... Спасибо за понимание...",2017-08-04
5,"Удобно, но глючит при слабом интернете",2017-08-04
5,Отлично,2017-08-04
5,Супер,2017-08-04
5,ОЧЕНЬ УДОБНО БЫСТРО КАЧЕСТВЕНО,2017-08-04
4,Хорошее приложение. Удобные функции.,2017-08-04
4,Тивирус грузит систему,2017-08-04
4,"Хорошее приложение, нужное.",2017-08-04
5,Все хорошо работает,2017-08-04
4,Ок,2017-08-04
5,Отличное приложение. И .,2017-08-04
5,Удобное приложение,2017-08-04
5,"Пять с минусом. У меня хронически не работают копилки. Неожиданно слетела часть шаблонов и автоплатеж. В отпуске восстанавливать было не очень удобно, но пришлось. Тем не менее, приложением довольна. Очень облегчает жизнь",2017-08-04
4,Перевод быстро,2017-08-04
5,Удобно!,2017-08-04
5,"Очень хорошо все отработано, что удобно просто и понятно Спасибо",2017-08-04
5,"Мне нравится,все отлично.",2017-08-04
5,👍,2017-08-04
4,В сравнении с прошлой версией стало стабильнее и быстрее работать,2017-08-04
5,"Так удобно, экономит время и нервы.",2017-08-04
5,"Есть маленькие недостатки, но в целом приложение отличное",2017-08-04
5,Очень удобно 👍,2017-08-04
5,Ок,2017-08-04
5,"Банк в твоём кармане, этим всё сказано)",2017-08-04
5,"Все работает, всё удобно, в общем норм...",2017-08-04
4,Хорошо,2017-08-04
5,Очень удобно,2017-08-04
5,"Очень удобное приложение, с его помощью могу очень легко управлять финансами",2017-08-04
5,Очень удобно,2017-08-04
5,Отлично,2017-08-04
5,Очень удобно,2017-08-04
5,Спасибо .Очень удобно.,2017-08-04
5,Все работает спасибо,2017-08-04
5,"Удобно, всегда под рукой!",2017-08-04
5,"Неплохо!Единственное,что иногда долго думает,но потом просто летает!:)",2017-08-04
5,"Очень-удобно, только жаль не видно, кто и откуда перечисляет деньги на мой счёт",2017-08-04
5,"Приложение после ввода пароля пишет : ""неверный пароль"" , хотя после введения повторно того же самого - всё нормально.",2017-08-04
5,Же,2017-08-04
5,Отличное приложение)))),2017-08-04
4,"Пропала Вкладка Автоплатежи На Sony Z3 минус на могу создать Автоплатежи и отключить снял звезду из-за этого, раньше того не было!!!!",2017-08-04
5,"У меня нет претензий к функционированию приложения,всё удобно и ловко. Временами требуется повторная регистрация, но думаю, это от того, что у меня иногда отрубается смартфон из-за плохой батареи и приложение тут не при чём.",2017-08-04
5,Мне нравится),2017-08-04
5,Есть свои плюсы,2017-08-04
5,Всё удобно и красиво! Спасибо!,2017-08-04
4,"Я владелица самсунга с функцией самсунг пэй, очень долго не могла там зарегистрировать свои карты, после выхода обновления теперь все работает, очень удобно )))",2017-08-04
5,Вполне устраивает... Очень удобно пользоваться.. Проблемы пока не нет.. (Надеюсь не будет),2017-08-04
5,Очень удобное приложение! Понятное и приятное в использовании!),2017-08-04
5,Все отлично,2017-08-04
5,Удобно,2017-08-04
5,Ок,2017-08-04
5,Класс,2017-08-04
5,"Иногда не получается войти, но в целом работать с приложением очень удобно !",2017-08-04
4,"Стабильно вылетает. Рано обновлятся. Откатываюсь на старую,меня устраивала... А на Samsung не нравится наличие root.А меня устраивает.)))",2017-08-04
5,good,2017-08-04
5,Ок,2017-08-04
5,Мне нравица,2017-08-04
4,"Очень нравится приложение. НО! Ставлю 4 звезды, так как в последнее время не сразу входит в приложение. Приходится повторно вводить пароль",2017-08-04
1,Ужас,2017-08-04
5,Всё гуд,2017-08-04
5,super,2017-08-04
5,"Ну, очень удобно!",2017-08-04
5,Очень нравиться,2017-08-04
5,Работает отлично) все супер),2017-08-04
5,Супер,2017-08-04
2,"Открываю PAY а там всё на английском, мы че б....дь в Америке живём или банк американский???",2017-08-04
5,"Быстро,надёжно,удобно!",2017-08-04
5,"Хорошее приложение. Простое, но все функции работают хорошо. Приятно что приложение создаёт свою песочницу для работы и проверяет прошивку.",2017-08-04
5,Гуд,2017-08-04
5,Все супер.,2017-08-04
5,Удобно практичность очень доволен.,2017-08-04
5,Ок!,2017-08-04
5,Удобное приложение,2017-08-04
4,"Хотелось бы,чтобы в приложении был график сколько на какие нужды было потрачено в месяц,такая фишка была в ранних версиях программы.",2017-08-04
1,"Господа разработчики, стесняюсь спросить, а какое ваше собачье дело до моих рут-прав? Не смогла оплатить мобильный интернет, убрали все шаблоны. Зашла со своего рутированного самсунга на сайт и так же оплатила. Зачем мне приложение? Если вы считаете рут права лозейкой для мошеников, сделайте платный коннект, добавив в него побольше защиты, если что.. Сношу, т.к. дискриминация в России запрещена.",2017-08-04
1,"После последнего обновления программа работает ужасно, очень долго проверяет систему и инициализирует антивирус, а так же предлагает удалить некоторые приложения, какое дело приложению какие у меня программы установлены на телефоне. Один раз нажал оставить и все, но нет оно каждый раз выдает одно и тоже. Разберитесь с данными косяками, приложение просто ужас стало. Открыты root права и поэтому теперь нельзя положить деньги на мобильный телефон. Разработчики уберите этот бред. Ведь отказаться от root прав не возможно.",2017-08-04
5,Отличное приложение. Ни когда не подводит,2017-08-04
5,👍👍👍 Отличное приложение!,2017-08-04
4,Удобное приложение!,2017-08-04
3,Очень долго приложение скачиваоось,2017-08-04
5,Всё очень удобно.спасибо!👍,2017-08-04
5,Ок,2017-08-04
5,Очень удобно,2017-08-04
5,👍👍👍 супер,2017-08-04
5,Рекомендую,2017-08-04
5,Всё удобно. За квартиру можно заплатить отсканировав код на квитанции!,2017-08-04
5,"Быстро, чётко, удобно. Продолжайте в том же духе.",2017-08-04
5,"Любимый и удобный сбербанк у меня всегда под рукой, и это не может не радовать)",2017-08-04
4,Иногда тормозит,2017-08-04
4,Приложение удобное. Но впервые столкнулась с проблемой. Не открывается сегодня главная страница. Никакие операции невозможны. Дальше сообщений от сбербанка никуда не пускает.(( что делать?,2017-08-04
5,Только не получается удалить уведомления..🤔,2017-08-04
2,"Целый день не могу войти в приложение,начинает загружаться и на половине просто выбрасывает из него",2017-08-04
5,"Работает хорошо. Все платежи не выходя из дома, очень удобно.",2017-08-04
5,Хорошо,2017-08-04
5,"Удобное приложение, очень облегчает жизнь",2017-08-04
5,"Спасибо за оперативное исправление косяков! Приятно, что слышите клиентов.",2017-08-04
3,Хорошо и понятно,2017-08-04
5,Легко удобно,2017-08-04
5,"Удобно,надёжно,спасибо",2017-08-04
5,Отличное приложение,2017-08-04
5,Всё работает на отлично,2017-08-04
5,Удобно и качественно,2017-08-04
4,GUD,2017-08-04
3,"Удобно, но прямо высасывает батарею, даже если не запущено, приходится постоянно выключать клин-мастером. Sony Xperia Z3",2017-08-04
1,Инициализации антивируса не даёт пользоваться приложением!,2017-08-04
5,"Работа приложения на высоте, продолжайте в том же духе! )",2017-08-04
5,Удобное приложение,2017-08-04
5,Очень удобно,2017-08-04
5,Супер,2017-08-04
5,"Прекрасное и приятное приложение. Пользоваться - одно удовольствие. Особенно порадовала и приятно удивила возможность ставить цели с автоматическим зачислением денег на собственный выбор. Очень удобно, спасибо :)",2017-08-04
5,Все быстренько и удобно!,2017-08-04
3,Затруднен поиск ТСЖ квартплата,2017-08-04
4,"Вы что б.... сделали, теперь каждый запуск будет такой долгий, с инициализацией антивируса? Ничего себе интрига!",2017-08-04
5,Удобно,2017-08-04
4,Удобно.,2017-08-04
5,Пока всё нравится. Всё работает отлично. Спасибо!,2017-08-04
1,"Постоянные ошибки при попытке повторить ежемесячные платежи жкх, надо заново вводить эту долбанную тьму циферок",2017-08-04
1,"Не работает на мейзу, видит рут которого нет, бесполезное приложение которое тормозит телефон и вызывает зависания.",2017-08-04
5,Класс,2017-08-04
5,"Хорошее приложение, все устраивает, но плохо оффлайн не работает",2017-08-04
5,Все отлично спасибо очень хорошее предложение,2017-08-04
5,Удобно,2017-08-04
5,Очень удобное и простое в использовании. Однозначно рекомендую его.,2017-08-04
1,"Раньше было другое мнение, а сейчас намного лучше. Для меня очень удобное приложение.",2017-08-04
2,"Очень долго загружается приложение, можно быстрее! Берите пример с Альфы.",2017-08-04
5,Стабильно работает,2017-08-04
5,Мне все нравится,2017-08-04
5,Все отлично,2017-08-04
5,Отличное приложение иногда выручает,2017-08-04
5,Всё хорошо работает. Удобное приложение.,2017-08-04
5,Отличная программа,2017-08-04
5,Все здорово) спасибо),2017-08-04
5,Отличное приложение,2017-08-04
5,Спасибо за услуги,2017-08-04
5,Все хорошо,2017-08-04
3,"Приложение стало вылетать при попытке зайти в Мои шаблоны. Asus Zenfone 3 ZE552KL, Android 7.0",2017-08-04
2,"Очень часто логает,выкидывает и не запускается",2017-08-04
5,Очень удобное приложение,2017-08-04
5,Исправили ошибку с телефонами мейзу,2017-08-04
5,"Самая лучшая программа . Начал пользоваться недавно, мне нравится 👍 Да",2017-08-04
5,"После последнего обновления вообще не могу войти! На идентификатор смс не приходит. А если вводить логин, сообщает, что я сменила номер телефона.",2017-08-04
5,Банк в кармане!,2017-08-04
4,"Хорошее приложение, но есть небольшие недочёты, очень долго грузится",2017-08-04
5,Все устраивает. Быстро просто удобно,2017-08-04
5,жалко что не дает инфо откуда приходят зачисления,2017-08-04
5,Всё очень грамотно и понятно,2017-08-04
5,"Все хорошо, только долговато грузится.",2017-08-04
2,"Постоянно скачивает 50-ти страничный док-т ""Условия по обслуживанию кред.карт""!!! Задолбал, каждый день по нескольку раз, качает и качает! Как это остановить не представляю. Прямо бесит уже...только удаление приложения помогает. Исправьте пожалуйста! Очень напрягает!!!",2017-08-04
4,Удобное приложение по управлению своими финансами карты Сбербанк.,2017-08-04
5,Приложение меня устраивает.,2017-08-04
5,"Все отлично, спасибо за приложение",2017-08-04
5,"Что такое ошибка 24 приостановке сбербанка всё почистил , всё ровно не могу установить",2017-08-04
5,Удобное приложение с богатым функционалом. Все возможности личного кабинета под рукой.,2017-08-04
5,Отличное приложение,2017-08-04
5,Удобное приложения,2017-08-04
5,Приложение очень классное и удобно,2017-08-04
5,Удобно,2017-08-04
4,"Неплохой банк-клиент, но очень уж ""тяжелый"" и долгий...",2017-08-04
3,"Приложение удобное и полезное,НО я уже несколько дней не могу войти туда. При входе приложение запрашивает логин,после ввода должно прийти смс с паролем! Вот этот пароль я уже какой день не могу получить!",2017-08-04
4,"Очень удобно ,не выходя из дома или офиса осуществлять платежи и переводы",2017-08-04
5,"Очень удобно, спасибо !",2017-08-04
2,"Спасибо,но уже третий раз скачала, приложение всегда зависнет и не работает!!Меняю свое мнение на 2звезды!👎👎👎",2017-08-04
4,"После ввода кода,не могу ввести логин пишит клавиатура только на русском а надо написать на латинице,не могу зарегистрироваться,развод",2017-08-04
5,Отличная программа,2017-08-04
5,Всё хорошо работает и очень удобно,2017-08-04
1,"Постоянно стало вылетать, по три раза, преходиться набирать пароль!!!!! Это после обновления.",2017-08-04
5,Очень удобное и понятное приложение!,2017-08-04
5,супер,2017-08-04
5,"Отличное приложение,бесподобно работает,очень удобное.",2017-08-04
2,"Админы вообще слышите своих пользователей приложения!!! Уберите на хрен эти проверки прошивки и антивируса, итак полчаса заходит в приложение еще эти функции замедляют это!!!",2017-08-04
3,"Само приложение достаточно удобное, но запускается через раз обычно, инициализация антивируса, на этомиом все. Сегодня не смогу запустить после более 10 попыток.",2017-08-04
5,Супер удобно,2017-08-04
5,Пользуюсь всего месяц. Пока всем довольна.,2017-08-04
5,Найс),2017-08-04
5,"Недавно работаю с приложением, удобно и быстро.",2017-08-04
5,Очень удобное приложение!Всем советую скачать!,2017-08-04
5,Очень удобное приложение!,2017-08-04
5,Отличное приложение),2017-08-04
5,Хорошо,2017-08-04
1,Вылетает при запуске,2017-08-04
5,👍👍👍👍,2017-08-04
4,Приложение кушает #многоресурсов,2017-08-04
5,Збсь,2017-08-04
5,Очень удобно!!!,2017-08-04
5,Все отлично 5,2017-08-04
4,"Сбивает точка, которую предлагают ставить перед копейками. Было лучше и правильно, если бы это была запятая. Самое неприятное, что не отражаются все контакты из телефона у которых есть карта Сбера. Дважды обащалась за устранением проблемы. Так и не помогли. В остальном хорошо.",2017-08-04
4,Мне нравица,2017-08-03
5,Дико удобно,2017-08-03
5,"Удобно,быстро,понятно",2017-08-03
5,Нормальное приложение. Только иной раз долгий запуск .а так всё устраивает,2017-08-03
1,"На ровном месте перестало работать. Пишет, нет связи с сервером. До этого год работало без нареканий.",2017-08-03
5,Удобно,2017-08-03
1,Долго идёт по роль,2017-08-03
5,Приложение отличное))),2017-08-03
5,"Удобно, лаконично.",2017-08-03
5,Проблемы с смс паролем. Не хорошо.,2017-08-03
5,Все супер,2017-08-03
5,Все хорошо,2017-08-03
5,Класс.,2017-08-03
5,Норм работает,2017-08-03
5,Удобно,2017-08-03
5,Хорошо,2017-08-03
5,Отличное,2017-08-03
5,Всё хорошо,2017-08-03
5,СУПЕР!!!!!!!,2017-08-03
1,Если выйти из приложения после оповещений с приложением потом не сделать ничего!!!! Как его тестировали непонятно,2017-08-03
5,Работает отлично!,2017-08-03
1,Что за дела? Нормально работал. А сейчас как начинается проверка на вирус- вылетает. Через телефон. Почему так? Компьютер не всегда под рукой.,2017-08-03
5,Спасибо!я очень довольна!,2017-08-03
4,Удобно,2017-08-03
5,Спасибо очень удобно,2017-08-03
5,Спасибо всё очень понятно легко и быстро✌,2017-08-03
5,"Удобное, приятно оформленное приложение.",2017-08-03
5,"Очень приложение нравится, только почему- то стало дважды пароль запрашивать. Уж и смс о входе пришло, а выскакивает новый запрос набора пароля. Впрочем, если это добавляет безопасности, то нормально. А так все очень внятно и кратко. Спасибо.",2017-08-03
